Speaker,Text
Joe Rogan,The vast majority?
Elon Musk,"Yes. I think if you give people the benefit of doubt, for sure."
Joe Rogan,I think you're right. You know who could help with that? Mushrooms.
Elon Musk,Mushrooms.
Joe Rogan,Don't you think?
Elon Musk,They're delicious.
Joe Rogan,"Yeah, right."
Elon Musk,Yeah.
Joe Rogan,They're good for you too.
Elon Musk,Yeah.
Joe Rogan,"All of them. All kinds of them. What do you see in terms of, like, when you think about the future of your companies,what do you see is like bottlenecks? Want some more of this?"
Elon Musk,Sure. Thank you.
Joe Rogan,What do you see in terms of like bottlenecks of things that are holding back innovation? Is it regulatorycommissions and people that don't understand the technology that are influencing policy? Like what couldpotentially be holding you guys back right now? Is there anything that you would change?
Elon Musk,"Yeah, that's a good question. You know, I wish politicians were better at science. That would help a lot."
Joe Rogan,That's a problem.
Elon Musk,Yes.
Joe Rogan,There's no incentive for them to be good at science.
Elon Musk,"There isn't. Actually, you know, they're pretty good at science in China, I have to say."
Joe Rogan,Yeah?
Elon Musk,"Yeah. The mayor of Beijing has, I believe, an environmental engineering degree, and the deputy mayor has aphysics degree. I met them, And Mayor says, ""Shanghai is really smart and-""."
Joe Rogan,"You're up on technology. What do you think about this government policy of stopping use of Huawei phones? Andthere's something about the the worry about spying. I mean, from what I understand from real tech people, theythink it's horseshit."
Elon Musk,Oh I-.
Joe Rogan,Like phones.
Elon Musk,I don't know. I don't know.
Joe Rogan,"Like the government say, ""Don't you buy Huawei phones."" Are you up on that at all? No? Should we just abandonthis idea?"
Elon Musk,"Well, I think, like, I guess, if you have like top secret stuff, then you want to be pretty careful about what hardwareyou use. But, you know, like most people do not have top secret stuff."
Joe Rogan,Right.
Elon Musk,"And, like, nobody really cares what porn you watch like, you know."
Joe Rogan,"Right, yeah."
Elon Musk,"It's like nobody actually cares, you know. So-."
Joe Rogan,"If they do, that's kind of them."
Elon Musk,Yeah.
Joe Rogan,It's just like-
Elon Musk,"National spy agencies do not give a rat's ass which porn you watch. They do not care. So, like, what secrets does anational spy agency have to learn from the average citizen? Nothing."
Joe Rogan,"Well, that's the argument against the narrative. And the argument by a lot of these tech people is that the realconcern is that these companies, like Huawei, are innovating at a radical pace, and they're trying to stop themfrom integrating into our culture and letting this. Like right now, they're the number two cell phone manufacturer inthe world."
Elon Musk,Okay.
Joe Rogan,"Samsung is number one. Huawei is number two. Apple is now number three. They surpassed Apple as number two.And the idea is that this is all taking place without them having any foothold whatsoever in America. There's nocarriers that have their phones. You have to buy their phones unlocked through some sort of a third party, and thenput-"
Elon Musk,Okay.
Joe Rogan,"And the worry is, you know, that these are somehow another controlled by the Chinese government. TheCommunist Chinese government is going to distribute these phones. And I don't know if the worry's economicinfluence or they'll have too much power. I don't know what it is. Are you paying attention on any of this?"
Elon Musk,Not really.
Joe Rogan,No?
Elon Musk,"I don't think we should worry too much about Huawei phones, you know. Maybe, you know, a national securityagency shouldn't have Huawei phones. Maybe that's a question mark. But I think for the average citizen, thisdoesn't matter. Just like no, they're not. I'm pretty sure the Chinese government does not care about the goings ofthe average American citizen."
Joe Rogan,"Is there a time where you think that there will be no security, it will be impossible to hold back information thatwhatever bottleneck we'll let go, we're going to give in? That whatever bottleneck between privacy and ultimateinnovation will have to be bridged in order for us to achieve the next level of technological proficiency that we'rejust going to abandon it, and there'll be no security, no privacy?"
Elon Musk,Do people want privacy? Because they seem to put everything on the internet. Practically-.
Joe Rogan,"Well, right now, they are confused, but when you're talking about your Neuralink, and this this idea that one day,we're going to be able to share information, and we're going to be some sort of a thing that's symbioticallyconnected?"
Elon Musk,Yeah. I think we really worry about security in that situation
Joe Rogan,And when-
Elon Musk,For sure. That's like security will be paramount.
Joe Rogan,Sure.
Elon Musk,Yeah.
Joe Rogan,"But, also, what we will be. This will be so much different. Our concerns about money, about status, about where allof these things will seemingly go by the wayside if we really become enlightened, if we really become artificiallyenlightened by some sort of an AI interface where we have this symbiotic relationship with some new internet typeconnection to information? But, you know, what happens then? What is important? What is not important? Isprivacy important when we're all gods?"
Elon Musk,"I mean, I think the things that we think are important to keep private right now-"
Joe Rogan,Right.
Elon Musk,... we probably will not think going forward.
Joe Rogan,"Shame, right? Information, right? What are hiding? Emotions? What are we hiding?"
Elon Musk,"I mean, I think, like, I don't know. Maybe it's like embarrassing stuff."
Joe Rogan,"Right, embarrassing stuff."
Elon Musk,"But there's actually -- Like, I think, people, there's like not that much that's kept private that people -- that isactually relevant."
Joe Rogan,Right.
Elon Musk,"That other people would actually care about. When you think other people care about it, but they don't really careabout it. And, certainly, governments don't."
Joe Rogan,"Well, some people care about it. But, then, it gets weird when it gets exposed. Like Jennifer Lawrence, when thosenaked pictures got exposed, like, I think, in some ways, people liked her more."
Elon Musk,Yeah.
Joe Rogan,"They realized like she's just a person. It's just a girl who likes sex, and is just alive, and has a boyfriend, and sendshim messages. And, now, you get to look into it, and you probably shouldn't have, but somebody let it go, and theyput it online, and all right."
Elon Musk,She seems to be doing okay.
Joe Rogan,"She's a person. She's just you, and me, and it's the same thing. She's just in some weird place where she's on a 35-foot tall screen with music playing every time she talks."
Elon Musk,"Yeah. I mean, I'm sure like not-"
Joe Rogan,"No, but she's fine."
Elon Musk,"She's not happy about it, but she's-"
Joe Rogan,No.
Elon Musk,But she's clearly doing fine.
Joe Rogan,"But once this interface is fully realized where we really do become something far more powerful in terms of ourcognitive ability, our ability to understand irrational thoughts, and mitigate them, and that we're all connected insome sort of an insane way. I mean, what are our thoughts on wealth, our thoughts on social status? Like howmany of those just evaporate? And our need for privacy, maybe our need for privacy will be the ultimate bottleneckthat we'll have to surpass."
Elon Musk,"I think, the things that we think are important now will probably not be important in the future, but there will bethings that are important. It's just, like, different things."
Joe Rogan,What will be more important?
Elon Musk,I don't know. There might be some more of ideas potentially. I don't think Darwin's going away.
Joe Rogan,Right.
Elon Musk,Darwin's going to be there.
Joe Rogan,"That was that, yeah."
Elon Musk,Darwin will be there forever.
Joe Rogan,"Forever, yeah."
Elon Musk,It would just be a different arena. Different arena.
Joe Rogan,A digital arena.
Elon Musk,Different arena. Darwin is not going away.
Joe Rogan,What keeps you up at night?
Elon Musk,"Well, it's quite hard to run companies."
Joe Rogan,Yeah.
Elon Musk,"Especially car companies, I would say. It's quite challenging."
Joe Rogan,The car business is the hardest one of all the things you do?
Joe Rogan,"Yes, because it's a consumer-oriented business as opposed to like SpaceX and-"
Elon Musk,"Not that SpaceX because SpaceX is no walk in the park, but a car company, it's very difficult to keep a carcompany alive. It's very difficult. You know, there's only two companies in the history of American car companiesthat haven't gone bankrupt, and that's Ford and Tesla. That's it."
Joe Rogan,"Yeah, Ford rode out that crazy storm, huh? They're the only one."
Elon Musk,By the skin of their teeth.
Joe Rogan,Shot out to the Mustang.
Elon Musk,Yeah.
Joe Rogan,"Yeah, by the skin of their teeth. That is interesting, right?"
Elon Musk,"Same with Tesla, we barely survived."
Joe Rogan,How close did you get to folding?
Elon Musk,"Very close. I mean, 2008 is not a good time to be a car company, especially a startup car company, and especiallyan electric car company. That was like stupidity squared."
Joe Rogan,And this is when you had those cool Roadsters with the T-top?
Elon Musk,Yeah.
Joe Rogan,With a target top?
Elon Musk,"Yeah. We had like a -- It was highly modified Elise chassis. The body was completely different. By the way, that wasa super dumb strategy that we actually did because we-"
Joe Rogan,What's dumb?
Elon Musk,"It was based on two false premises. One false premise was that we would be able to cheaply convert the LotusElise, and use that as a car platform, and that we'll be able to use technology from this little company called ACPropulsion for the electric drive train on the battery. Premise, the AC propulsion technology did not work inproduction, and we ended up using none of it in long-term. None of it. We had to resign everything."
Elon Musk,"And then once you add a battery pack and electric motor to the car, it got heavier. It got 30% heavier. It invalidatedthe entire structure, all the crash structure. Everything had to be redone. Nothing. Like, I think, it had less than 7%of the parts were common with any other device including cars or anything."
Joe Rogan,7%?
Elon Musk,Yes.
Joe Rogan,"Everything? Including tires, and wheels, bolts, brakes?"
Elon Musk,"Yeah, even every-"
Joe Rogan,Steering wheel? Seat?
Elon Musk,"The steering wheel was -- I think, the steering wheel was almost the same. Yes, the windscreen. The windscreen."
Joe Rogan,Different?
Elon Musk,"No. I think, the windscreen is the same."
Joe Rogan,Same?
Elon Musk,"Yes. I think, we were able to keep the windscreen."
Joe Rogan,"But the last was 7%. So, that's basically-"
Elon Musk,"Every body panel is different. The entire structure was different. We couldn't use the, like, the HVAC system, the airconditioner. It was belt-driven air conditioner. So, now, we needed something that was electrically driven. We needa new AC compressor."
Joe Rogan,"And all that takes away from the battery life as well, right?"
Elon Musk,"Yeah. We need a small highly efficient air conditioning system that fit in a tiny car and was electrically powered,not belt-driven. It was very difficult."
Joe Rogan,"How much of those weigh, those cars, the Roadster?"
Elon Musk,I think it was 2700 pounds.
Joe Rogan,That's still very light.
Elon Musk,"27. Depending on which version, 2650 to 2750 pounds, something like that."
Joe Rogan,And what was the weight distribution?
Elon Musk,"It was about 50 -- Well, there were different versions of the car. So, it's about 55 on the rear."
Joe Rogan,That's not bad.
Elon Musk,It was rear bias.
Joe Rogan,"Right, but not bad. Considering like a 911, which is like one of the most popular sports cars of all time. Heavy rearend bias."
Elon Musk,"Well, I mean, yeah. The 911, I'm not going to joke, is like the master despite Newton not being on their side."
Joe Rogan,Yeah.
Elon Musk,"I guess, fighting Newton, it's very difficult."
Joe Rogan,Well-
Elon Musk,It's like you've got those -- The moments of inertia on a 911 don't make any sense.
Joe Rogan,They do once you understand them. Once you understand-
Elon Musk,You don't want to hang the engine off the ass. This is not a wise move.
Joe Rogan,You don't want to let up on the gas when you're in a corner.
Elon Musk,"The problem with something where the engine is mounted over the rear axle or off the rear axle towards the rear isthat your polar moment of inertia is fundamentally screwed. You cannot solve this. It's unsolvable. You're screwed.Polar moment of inertia, you're screwed."
Joe Rogan,Right.
Elon Musk,"Like, essentially, if you spawn the car like a top, that's your polar moment of inertia. You're just -- I promise Iwouldn't swear on this show, by the way."
Joe Rogan,Really?
Elon Musk,Yeah.
Joe Rogan,Says who?
Elon Musk,This was for a friend.
Joe Rogan,Tell that friend to go fuck himself. Who told you not to swear?
Elon Musk,A friend.
Joe Rogan,He's not a good friend.
Elon Musk,Yeah.
Joe Rogan,That friend need to-
Elon Musk,I said I wouldn't swear.
Joe Rogan,"... realize you're fucking Elon Musk. You can do whatever you want, man. If you ever get confused, call me."
Elon Musk,I'll swear in private. Swear up a storm.
Joe Rogan,"Okay, just say freaking. It's a fun way. It's like old house moms. Wives and shit that have children, ""Oh, thisfreaking thing."""
Elon Musk,"Yeah. But, anyway, like the Portia, it's kind of incredible how well Porsche handles given that it's the physics-."
Joe Rogan,Yes.
Elon Musk,The moments of inertia are so messed up. To actually still make it work well is incredible.
Joe Rogan,"Well, if you know how to turn into the corner once you get used to the feeling of it, there's actual benefits to it. Youknow, there are some benefits."
Elon Musk,"I enjoy. The car I had before, Tesla was a 911."
Joe Rogan,Okay.
Elon Musk,That was-
Joe Rogan,997 or 6?
Elon Musk,Yeah.
Joe Rogan,997?
Elon Musk,Yeah.
Joe Rogan,"Yeah. Great car, man."
Elon Musk,"Yeah. I mean, particularly, the Porsche wouldn't have the variable veins on the turbo, and it didn't have the turbolag. That was great."
Joe Rogan,Yeah.
Elon Musk,"That was really great. The turbo lag is, like, you know, if you flirt, like phone home, call your mom."
Joe Rogan,"The older one, right?"
Elon Musk,It's like about an hour later-
Joe Rogan,Yeah.
Elon Musk,... the car accelerates.
Joe Rogan,And super dangerous too because where it will start spinning and-
Elon Musk,Yeah.
Joe Rogan,"Yeah. There's something fun about it though like feeling that rear weight kicking around, you know. And again-"
Elon Musk,"No, it's great."
Joe Rogan,... it's not efficient.
Elon Musk,It had a good feel to it.
Joe Rogan,Yeah.
Elon Musk,"Yeah, I agree."
Joe Rogan,"But that's what I was talking about earlier about that little car that I have, the '93 911. It's not fast. It's not the besthandling car, but it's more satisfying than any other car I have because it's so mechanical. It's like everything aboutit, like crack holes, and bumps, and it gives you all this feedback. And I take it to the comic store because when Iget there, I feel like my brain is just popping, and it's on fire. It's like a strategy for me now that I really stop drivingother cars there. I drive that car there just for the brain juice, just for the-"
Elon Musk,Yeah.
Joe Rogan,The interaction.
Elon Musk,"I mean, you should try Model S P100D."
Joe Rogan,I'll try it.
Elon Musk,It will blow your mind-
Joe Rogan,Okay.
Elon Musk,... and your skull.
Joe Rogan,Okay.
Elon Musk,Yeah.
Joe Rogan,"Tell me what to order, I'll order it."
Elon Musk,Model S P100D.
Joe Rogan,"Okay. Jamie, write it down."
Elon Musk,That's the car that I drive.
Joe Rogan,"Okay. Okay, I'll get the car you drive. Okay."
Elon Musk,It will blow your mind-
Joe Rogan,How far can I drive?
Elon Musk,... out of your skull.
Joe Rogan,I believe you.
Elon Musk,Yeah.
Joe Rogan,How far can I drive? How far can I drive?
Elon Musk,About 300 miles.
Joe Rogan,"That's good. For LA regular days, that's good."
Elon Musk,You will never notice the battery.
Joe Rogan,Never?
Elon Musk,Never.
Joe Rogan,How hard is it to get like one of them crazy plugs installed in your house? That difficult?
Elon Musk,"No, it's super easy. It's like, yeah."
Joe Rogan,Do you-
Elon Musk,It's like a dryer plug. It's like a dryer outlet.
Joe Rogan,Didn't you come up with some crazy tiles for your roof that are solar paneled?
Elon Musk,"Yeah, yeah. I have it on my roof right now actually. I'm just trying it out. The thing is it takes a while to test roofstuff because roofs have to last a long time."
Joe Rogan,Right.
Elon Musk,"So, like, you want your roof to last like 30 years."
Joe Rogan,Could you put it over a regular roof?
Elon Musk,"No. So, there's two versions. It's like the solar panels you put on a roof. So, like, it depends on whether your roofsnew or old. So, if your roofs new, you don't want to replace the roof. You want to put like solar panels on the roof."
Joe Rogan,Right.
Elon Musk,"So, that's like retrofit, you know. And they were trying to make the retrofit panels look real nice. But then, the newproduct were coming out with it is if you have a roof that's either you're building a house or you're going to replaceyour roof anyway, then you make the tiles have solar cells embedded in the tiles."
Elon Musk,"And then, it's quite a tricky thing because you want to not see the solar cell behind the glass tile. So, you have toreally work with the glass, and the various coatings, and the layers, so that you don't see the solar cells behind theglass. Otherwise, it doesn't look right."
Joe Rogan,Right.
Elon Musk,"So, it's really tricky."
Joe Rogan,"There it is. Jaime, put it up there."
Elon Musk,Yeah.
Joe Rogan,"Man, that looks good. Is there a-"
Elon Musk,"See, like, if you look closely, you can see. If you zoom in, like, you can see the cell. But if you zoom out, you don'tsee the cell."
Joe Rogan,"Right, but it looks though."
Elon Musk,See?
Joe Rogan,Yeah.
Elon Musk,Like that's hard.
Joe Rogan,That's invisible solar cells.
Elon Musk,It's really hard because you have to get the sunlight go through.
Joe Rogan,Right.
Elon Musk,"But when it gets reflected back out, it doesn't -- it hides the fact that there's a cell there."
Joe Rogan,"Now, are those available to the consumer right now?"
Elon Musk,"Well, we have -- I think, that's-"
Joe Rogan,Those on that roof right there?
Elon Musk,Yes.
Joe Rogan,"That's amazing. Oh, that looks good."
Elon Musk,Yeah.
Joe Rogan,"Ooh, I like that."
Elon Musk,That one is hard.
Joe Rogan,"Oh. So, you get that kind of fake Spanish looking thing. I like that."
Elon Musk,That's French slate.
Joe Rogan,That's why people in Connecticut are smoking pipes. Look at that one.
Elon Musk,Yeah.
Joe Rogan,"That's badass, dude. So, now-"
Elon Musk,This will actually work.
Joe Rogan,"I believe you. So, the solar panels that are on that house that we just looked at, is that sufficient to power theentire home?"
Elon Musk,It depends on your energy on how efficient-
Joe Rogan,Expenditure?
Elon Musk,"Yeah, yeah."
Joe Rogan,Right.
Elon Musk,"So, generally, yes. I would say it's probably for most. It's going to vary, but anywhere from more than you need tomaybe half. Like call it half to 1.5 of the energy that you need, depending on how much roof you have relative toliving space."
Joe Rogan,And how ridiculous you are with your TV.
Elon Musk,TVs no problem. Air conditioning.
Joe Rogan,Air conditioning.
Elon Musk,"Air conditioning is the problem. If you have an efficient air conditioner, and you don't -- and depending on how --like, are you air conditioning rooms when they don't need to be air conditioned, which is very common-"
Joe Rogan,Right.
Elon Musk,"... because it's a pain in the neck, you know. It's like programming a VCR. It's like-"
Joe Rogan,Right.
Elon Musk,"Now, it's just blinking 12:00. So, people are just like, ""The hell with that. I'm just going to make it this temperatureall day long.""."
Joe Rogan,"Right. You know how a smart home where if you're in the room, then it stays cool, right?"
Elon Musk,"Yeah, it should predict when you're going to be home, and then cool the rooms that you're likely to use with a littlebit of intelligence. We're not talking about like genius home here. We're talking like elementary basic stuff."
Joe Rogan,Right.
Elon Musk,"You know, like if you could hook that into the car, like manage you coming home. Like there's no point cooling thehome-"
Joe Rogan,Right.
Elon Musk,... keeping the home really cool when you're not there.
Joe Rogan,Right.
Elon Musk,"But it can tell that you're coming home, it's just going to cool it to the right temperature right when you get there."
Joe Rogan,Do you have an app that works with your solar panels or anything like that?
Elon Musk,"Yeah. Yeah, we do."
Joe Rogan,And-.
Elon Musk,But we need to hook it into the air conditioning to really make the air conditioning work.
Joe Rogan,Have you thought about creating an air conditioning system? I know you have. Trick question.
Elon Musk,Cannot answer questions about the future of potential products.
Joe Rogan,Okay. Let's just let it go. We'll move on to the next thing.
Elon Musk,That would be an interesting idea.
Joe Rogan,"Yeah, I would say radiant heating and all that, good ideas. Now, when you think about the efficiency of thesehomes, and you think about implementing solar power and battery power, is there anything else that people aremissing? Is there any other -- Like, I just saw a smartwatch that is powered by the heat of the human body, andsome new technology."
Elon Musk,It's able to fully power that way?
Joe Rogan,I don't know-
Elon Musk,Okay.
Joe Rogan,"... if it's fully or if it's -- Like this watch right here, this is a Casio."
Elon Musk,Okay.
Joe Rogan,"It's called a Pro Trek. And it's like an outdoors watch, and it's solar-powered."
Elon Musk,Okay.
Joe Rogan,"And so, it has the ability to operate for a certain amount of time on solar."
Elon Musk,Yeah.
Joe Rogan,"So, if you have it exposed, it could function for a certain amount of time on solar."
Elon Musk,"Yeah. Well, you know, like there's self-weighting watches where-"
Joe Rogan,Yeah.
Elon Musk,"... you know, it's just got a weight in the watch. And as you move your wrist, the way it moves from one side to theother, and it winds the watch up. That's a pretty cool thing."
Joe Rogan,"Yeah, yeah."
Elon Musk,Yeah.
Joe Rogan,"Well, it's amazing that like Rolexes that it's all done mechanically."
Elon Musk,Yeah.
Joe Rogan,There's no batteries in there. There is no nothing.
Elon Musk,Yeah. You could do the same thing. You create a little charger that's based on wrist movement. It really depends onhow much energy your watch uses.
Joe Rogan,"You know what's fucked up about that though? We accept a certain amount of like fuckery with those watches. LikeI brought my watch. I have a Rolex that my friend, Lorenzo, gave me, and I brought it to the watch store, and I said,""This thing's always fast."" I said, ""It's always like after a couple of months, it's like five minutes fast."" And they go,""Yup."" They go, ""Yeah."""
Elon Musk,Really?
Joe Rogan,"""It's just what it does."""
Elon Musk,Okay.
Joe Rogan,"I go, ""Hold on."" I go, ""So, you're telling me that it just is always going to be fast?"" They're like, ""Yeah. It's just likeevery few months, you get like reset it."""
Elon Musk,It seems like they should recalibrate that thing.
Joe Rogan,"They can't. They tried. They say, every few months, whether it's four months, or five months, or six months, it'sgoing to be a couple of minutes fast."
Elon Musk,Okay. It seems like they should really recalibrate that because-
Joe Rogan,You should figure that shit out.
Elon Musk,"... if it's always fast, you can just-"
Joe Rogan,Right.
Elon Musk,"... you know, delete those minutes."
Joe Rogan,"You need to fucking kick down the door at Rolex and go, ""You bitches are lazy."""
Elon Musk,It's kind of amazing that you can keep time mechanically on a wristwatch with these tiny little gears.
Joe Rogan,It's amazing.
Elon Musk,Yeah.
Jaime,"I mean, the whole luxury watch market is fascinating. I'm not that involved in terms -- Like I don't buy them. I'vebought them as gifts. I don't buy them for myself. But when I look at them online, there's a million dollar watchesout there now that are like they have like a little rotating moons and stars."
Elon Musk,Yeah.
Joe Rogan,"And they live --- Like look at this thing, how much is that when Jaime?"
Jaime,I don't know. I just picked one.
Joe Rogan,These are fucking preposterous guess. I like gears. I love them. I love them.
Elon Musk,Yeah. I think that is beautiful.
Joe Rogan,"But there's some of these people that are just taking it right in the ass. They're buying these watches for like$750,000 . Like, ""Yeah, that's a Timex, son."" Nobody knows. It's not any better than some Casio that you could justbuy on -- Like, look at that though."
Joe Rogan,"Well, here's the thing. If you're a person that doesn't just want to know the time, you want craftsmanship, you wantsome artisan's touch, you want innovation in terms of like a person figuring out how gears and cogs all line upperfectly, to every time it turns over, it's basically a second. I mean, that's just -- There's this art to that."
Elon Musk,"Yeah, I agree."
Joe Rogan,"Yeah, it's not just telling time. Yeah, I like this watch a lot, but if it got hit by a rock, I wouldn't be sad."
Elon Musk,Yeah.
Joe Rogan,"It's just to watch. It's a mass-produced thing that runs on some quartz battery. But those things, there's art to that."
Elon Musk,"Yeah. No, I agree. It's beautiful."
Joe Rogan,Yeah.
Elon Musk,Yeah. Love it.
Joe Rogan,Yeah. There's something amazing about it. It's-
Elon Musk,Right.
Joe Rogan,Because it represents the human creativity. It's not just electronic innovation. There's something. It's a person'swork in that.
Elon Musk,Yes.
Joe Rogan,You don't have a watch on.
Elon Musk,No.
Joe Rogan,Ever?
Elon Musk,I used to have a watch.
Joe Rogan,What happened?
Elon Musk,My phone tells the time. So-
Joe Rogan,"That's a good point. Well, if you lose your phone? Do you -- Wait, hold on."
Elon Musk,It's true.
Joe Rogan,"Let me guess, you are a no case guy."
Elon Musk,That's correct. Living on the edge. Living on the edge without a case.
Joe Rogan,Neil deGrasse Tyson. Neil deGrasse Tyson was in here last week. I'm marveled at his ability to get through lifewithout a case.
Elon Musk,That's right.
Joe Rogan,"You know, he takes his phone, and he flips it in between his fingers like a soldier would do with his rifle."
Elon Musk,Right.
Joe Rogan,He just rolls that shit in between his fingers.
Elon Musk,Okay.
Joe Rogan,It's marvelous.
Elon Musk,Wow.
Joe Rogan,"He says that's the reason why they do it. He said, ""Would you look at someone who has a rifle, why would they dothat? Why would they flip it around like that?"""
Elon Musk,Right.
Joe Rogan,"It's like, it goes to drop, they have it in their hand. They catch it quickly."
Elon Musk,Yeah.
Joe Rogan,"So, that's what he does with his phone. He's just flipping his phone around all the time. I got that in Mexico. I washoping it holds joint."
Elon Musk,Does it do anything? It tips to open.
Joe Rogan,No.
Elon Musk,Just a hole?
Joe Rogan,It's just a hole.
Elon Musk,You could store things in there.
Joe Rogan,"Yeah. But like try it. Put a joint in there. Close it. You put like one blunt. One, that seems pretentious. You know,that's the idea behind it. I bought it when I was in Mexico because I figured it would be a good size to hold joints, orit's not."
Elon Musk,"So, is that a joint or is it a cigar?"
Joe Rogan,No.
Elon Musk,Okay.
Joe Rogan,It's marijuana inside of a tobacco.
Elon Musk,"Okay. So, it's like posh, part tobacco a pot."
Joe Rogan,Yeah. You never had that?
Elon Musk,Yeah. I think I tried one once.
Joe Rogan,"Come on, man. You probably can't because of stockholders, right?"
Elon Musk,"I mean, it's legal, right?"
Joe Rogan,Totally legal.
Elon Musk,Okay.
Joe Rogan,"How does that work? Do people get upset at you if you do certain things? It's just tobacco and marijuana in there.That's all it is. The combination of tobacco and marijuana is wonderful. First turned on to it by Charlie Murphy, andthen reignited by Dave Chappelle. There you go."
Jaime,Plus whiskey.
Elon Musk,Exactly.
Joe Rogan,Perfect. It balances it out.
Elon Musk,Alcohol is a drug that's been grandfathered in.
Joe Rogan,"Well, it's not just a drug. It's a drug that gets a bad rep because you just have a little, it's great."
Elon Musk,Fine.
Joe Rogan,"Yeah, little sip here and there, and your inhibitions are relaxed, and it shows your true self. And, hopefully, you'remore joyous, and friendly, and happy, and everything. The real worry is the people that can't handle it. Like thereal worry about people who can't handle cars and go 016 in 1.9 seconds or anything."
Joe Rogan,"Have you ever considered something that -- Like, imagine if one day, everyone has a car that's on the same, atleast, technological standard as one of your cars, and everyone agrees that the smart thing to do is not just to havebumpers but to perhaps have some sort of a magnetic repellent device, something, some electromagnetic fieldaround the cars that as cars come close to each other, they automatically radically decelerate because of magnetsor something."
Elon Musk,"Well, I mean, our cars brake automatically."
Joe Rogan,Brake?
Elon Musk,Yeah.
Joe Rogan,Yeah. When they see things?
Elon Musk,Yes.
Joe Rogan,"But like a physical barrier, like-"
Elon Musk,"Well, the wheels work pretty well."
Joe Rogan,The wheels do.
Elon Musk,"Yeah, yeah. They work pretty well. Decelerated at, you know, 1.1 to 1.2 Gs, that kind of thing."
Joe Rogan,"Is your concern that one day all your cars will be on the road, and then, there'll still be regular people with regularcars 20-30 years from now that will get in the mix and be the main problem?"
Elon Musk,"Yeah. I think, it'd be sort of like, you know, there was a time of transition where there were horses and gasoline carson the road at the same time. It's been pretty weird."
Joe Rogan,That would be the weirdest.
Elon Musk,"Yeah. I mean, horses were tricky. You know, back when Manhattan had like 300.000 horses, then figure out like if ahorse lives 15 years, you got 20,000 horses dropping dead every day or every year, I should say. Every year, it's20,000 horses. If there's 300,000 horses in a 15-year lifespan."
Joe Rogan,"Back in the Gangs of New York days, that movie."
Elon Musk,Yeah.
Joe Rogan,Yeah.
Elon Musk,It's a lot of dead horses. You needed a horse to move the horse.
Joe Rogan,Right.
Elon Musk,They'll probably get pretty freaked out if they have to move our dead horse.
Joe Rogan,Do you think they know what's going on?
Elon Musk,Yeah.
Joe Rogan,Do you think it's as hard?
Elon Musk,"I mean, it's got to be like pretty weird."
Joe Rogan,"No, I would imagine."
Elon Musk,"Like, in my mind, dragging this dead, you know, horse around, and I'm a horse."
Joe Rogan,Do you-
Elon Musk,They might not like it.
Joe Rogan,"Do you ever stop and think about your role in civilization? Do you ever stop and think about your role in theculture? Because me, as a person, who never met you until today, when I think of you, you know, I've alwaysthought of you as being this weirdo super inventor dude who just somehow or another keeps coming up with newshit, but there's not a lot of you out there. Like everybody else seems to be -- I mean, obviously, you make a lot ofmoney, and there's a lot of people that make a lot of money. You like that clock?"
Elon Musk,Yeah.
Joe Rogan,"Pretty dope, right?"
Elon Musk,This is a great clock.
Joe Rogan,You want one? I'll get you one.
Elon Musk,Sure.
Joe Rogan,"Okay, done."
Elon Musk,I like weird things like this.
Joe Rogan,"Oh, this is the coolest. It's TGT Promotion. What is this? TGT Studios? TGT Studios."
Jaime,Yeah.
Joe Rogan,"Yeah. So, a gentleman who makes all this by hand. Yeah, it's really cool."
Elon Musk,My study is filled with weird devices.
Joe Rogan,"Well, get ready for another one."
Elon Musk,All right.
Joe Rogan,I'm sending it your way.
Elon Musk,Cool.
Joe Rogan,You want a werewolf too? I'll hook you up.
Elon Musk,All right. I'll take one.
Joe Rogan,"Okay. You want a werewolf and one clock coming up. Do you think about your role in the culture? Because me, as aperson, who never met you until today, I've always looked at you and like, ""Wow."" Like, ""How does this guy justkeep inventing shit?"" Like, how do you how do you keep coming up with all these new devices? And do you everconsider how unusual -- Like I had a dream once that there was a million Teslas. Instead of like one Tesla, therewas a million Teslas."
Elon Musk,Okay.
Joe Rogan,Not just the car but Nikola.
Elon Musk,"Oh, yeah, sure."
Joe Rogan,"And that in his day, there was a million people like him who were radically innovative."
Elon Musk,Wow.
Joe Rogan,"It was a weird dream, man. It was so strange. And I've had it more than once."
Elon Musk,That would result in a very rapid technology innovation. That's for sure.
Joe Rogan,It's one of the only dreams of my life I've had more than one time.
Elon Musk,"Okay, wow."
Joe Rogan,"Like where I've woken up, and it's in the same dream. I'm in the same dream. And in this dream, it's 1940s, 1950s,but everyone is severely advanced. There's flying blimps with like LCD screens in the side of them. And everythingis bizarre and strange. And it stuck with me for whatever -- Obviously, this is just a stupid dream. But for whateverreason, all these years, that stuck with being. Like it takes one man, like Nikola Tesla, to have more than a hundredinventions that were patents, right. I mean, he had some-"
Elon Musk,He's pretty great.
Joe Rogan,... pretty fucking amazing ideas.
Elon Musk,Yes.
Joe Rogan,But there was-
Elon Musk,Definitely.
Joe Rogan,"In his day, there was very few people like him."
Elon Musk,"Yeah, that was true."
Joe Rogan,What if there was a million? Like what in the experience-
Elon Musk,Things would advance very quickly.
Joe Rogan,"Right, but there's not a million Elon Musks. There's one motherfucker. Do you think about that or you just try tonot?"
